Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Ford,Kuga,2018.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,185000.0,174999.5,7.0
Mercedes-Benz,220,2008.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,110000.0,224999.5,17.0
Peugeot,301,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,77499.5,5.0
BMW,Série 3,2012.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,150000.0,224999.5,13.0
Nissan,Qashqai,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,180000.0,154999.5,8.0
Alfa Romeo,Mito,2015.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,Importée neuve,123000.0,104999.5,10.0
Toyota,RAV 4,2011.0,Diesel,9.0,5.0,Non,Très bon,Manuelle,WW au Maroc,105000.0,224999.5,14.0
Toyota,RAV 4,2006.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,107000.0,224999.5,19.0
Dacia,Duster,2012.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,110000.0,194999.5,13.0
Fiat,Siena,2006.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,50000.0,224999.5,19.0
Ford,Fiesta,2006.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,57500.0,274999.5,19.0
Peugeot,407,2008.0,Essence,13.0,5.0,Non,Bon,Automatique,WW au Maroc,37000.0,164999.5,17.0
Renault,Megane,2010.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,105000.0,184999.5,15.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,143000.0,124999.5,6.0
Ford,Kuga,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,188000.0,52499.5,5.0
Renault,Kadjar,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,189000.0,124999.5,5.0
Volkswagen,Passat,2002.0,Diesel,8.0,5.0,Non,Bon,Manuelle,Dédouanée,59000.0,42499.5,23.0
Volkswagen,Polo,2021.0,Essence,5.0,5.0,Non,Excellent,Automatique,Importée neuve,280000.0,57499.5,4.0
Volkswagen,Golf 5,2005.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,79000.0,32499.5,20.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,210000.0,194999.5,7.0
Mercedes-Benz,220,1996.0,Diesel,9.0,5.0,Non,Bon,Manuelle,Dédouanée,42000.0,274999.5,29.0
Audi,A4,2008.0,Essence,10.0,5.0,Non,Très bon,Automatique,Importée neuve,98000.0,224999.5,17.0
Kia,Picanto,2007.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,48000.0,2499.5,18.0
Kia,Carens,2009.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,67000.0,164999.5,16.0
Fiat,Doblo,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,100000.0,184999.5,8.0
Mercedes-Benz,Classe E,2008.0,Diesel,12.0,5.0,Oui,Neuf,Automatique,WW au Maroc,85000.0,224999.5,17.0
Skoda,Octavia,2022.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,253000.0,114999.5,3.0
Fiat,500,2015.0,Essence,6.0,3.0,Non,Très bon,Manuelle,WW au Maroc,80000.0,124999.5,10.0
Peugeot,208,2018.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,105000.0,154999.5,7.0
Toyota,Hilux,2020.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,WW au Maroc,278000.0,134999.5,5.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,172000.0,144999.5,4.0
Suzuki,Celerio,2010.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,68000.0,114999.5,15.0
Mercedes-Benz,Classe C,2007.0,Diesel,9.0,5.0,Non,Très bon,Automatique,Dédouanée,130000.0,324999.5,18.0
Fiat,500,2020.0,Essence,8.0,3.0,Non,Excellent,Automatique,WW au Maroc,215000.0,52499.5,5.0
Mercedes-Benz,Classe CLA,2016.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,280000.0,62499.5,9.0
Dacia,Duster,2023.0,Diesel,6.0,5.0,Oui,Neuf,Automatique,WW au Maroc,235000.0,47499.5,2.0
Peugeot,206,2003.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,Dédouanée,49000.0,224999.5,22.0
Chevrolet,Aveo,2008.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,40000.0,22499.5,17.0
Volkswagen,Golf 6,2012.0,Diesel,6.0,5.0,Non,Très bon,Automatique,Dédouanée,135000.0,22499.5,13.0
Volkswagen,Polo,1997.0,Essence,8.0,5.0,Non,Correct,Manuelle,WW au Maroc,23000.0,27499.5,28.0
Hyundai,Accent,2019.0,Diesel,6.0,5.0,Non,Bon,Automatique,WW au Maroc,155000.0,104999.5,6.0
Mercedes-Benz,Classe E,2012.0,Diesel,12.0,5.0,Non,Excellent,Automatique,Importée neuve,130000.0,184999.5,13.0
Alfa Romeo,Giulietta,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,148000.0,114999.5,4.0
Nissan,Qashqai,2022.0,Essence,8.0,3.0,Non,Excellent,Automatique,WW au Maroc,225000.0,67499.5,3.0
Mercedes-Benz,Classe C,2018.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,Dédouanée,380000.0,144999.5,7.0
Jaguar,F-Pace,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,250000.0,104999.5,8.0
Fiat,Fiorino,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,125000.0,57499.5,4.0
Land Rover,Range Rover Evoque,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,360000.0,134999.5,6.0
Dacia,Sandero,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,133000.0,67499.5,5.0
Citroen,Berlingo,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,154998.0,164999.5,5.0
BMW,Série 1,2024.0,Essence,7.0,5.0,Oui,Neuf,Automatique,Pas encore dédouanée,250000.0,2499.5,1.0
Hyundai,ix35,2013.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,135000.0,164999.5,12.0
Peugeot,306,1998.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,35000.0,104999.5,27.0
Volkswagen,Golf 6,2009.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,122000.0,224999.5,16.0
Renault,Clio,2006.0,Essence,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,46000.0,224999.5,19.0
Volkswagen,Tiguan,2012.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,165000.0,22499.5,13.0
Skoda,Superb,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Importée neuve,245000.0,114999.5,7.0
Ford,Kuga,2022.0,Diesel,6.0,3.0,Oui,Très bon,Automatique,Dédouanée,230000.0,104999.5,3.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,162000.0,134999.5,6.0
Toyota,RAV 4,2022.0,Hybride,14.0,5.0,Non,Très bon,Automatique,WW au Maroc,370000.0,52499.5,3.0
Alfa Romeo,Giulietta,2015.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,90000.0,124999.5,10.0
Fiat,Fiorino,2023.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,17499.5,2.0
Ford,Ecosport,2018.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,170000.0,62499.5,7.0
Ford,C-Max,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,168000.0,2499.5,6.0
Citroen,Xsara,2004.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,40000.0,104999.5,21.0
Jeep,Renegade,2020.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,190000.0,82499.5,5.0
Peugeot,309,1991.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,26000.0,17499.5,34.0
Mercedes-Benz,Classe C,2009.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,132000.0,224999.5,16.0
Renault,Clio,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,190000.0,37499.5,2.0
Hyundai,i10,2012.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,68000.0,134999.5,13.0
Peugeot,301,2023.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,128000.0,87499.5,2.0
Ford,Kuga,2010.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,110000.0,224999.5,15.0
Peugeot,208,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,114000.0,104999.5,6.0
Renault,19,2008.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,Dédouanée,48000.0,224999.5,17.0
BMW,Série 1,2017.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,185000.0,82499.5,8.0
Toyota,Corolla,2021.0,Hybride,10.0,5.0,Non,Excellent,Automatique,WW au Maroc,178000.0,124999.5,4.0
Fiat,Siena,2000.0,Essence,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,37000.0,274999.5,25.0
Mercedes-Benz,Classe ML,2014.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,220000.0,124999.5,11.0
Jeep,Renegade,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,230000.0,87499.5,3.0
Mercedes-Benz,Classe E,2012.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,129000.0,274999.5,13.0
Mercedes-Benz,Classe C,2008.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,114000.0,224999.5,17.0
Mercedes-Benz,220,1996.0,Diesel,9.0,5.0,Non,Très bon,Manuelle,Dédouanée,60000.0,324999.5,29.0
Kia,Picanto,2021.0,Essence,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,118000.0,92499.5,4.0
Hyundai,Accent,2021.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,145000.0,97499.5,4.0
Mercedes-Benz,190,1991.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,60000.0,37499.5,34.0
Suzuki,Swift,2007.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,54000.0,114999.5,18.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,100000.0,72499.5,4.0
Peugeot,3008,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,273000.0,52499.5,6.0
Audi,A3,2014.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,178000.0,224999.5,11.0
Volkswagen,Touareg,2015.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,138000.0,224999.5,10.0
Jaguar,E-Pace,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,290000.0,42499.5,7.0
Jaguar,XE,2017.0,Diesel,8.0,5.0,Oui,Correct,Automatique,WW au Maroc,215000.0,134999.5,8.0
Mitsubishi,Pajero Sport,2009.0,Diesel,10.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,17499.5,16.0
DS,DS5,2017.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,165000.0,144999.5,8.0
Dacia,Duster,2018.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,165000.0,144999.5,7.0
Opel,Insignia,2010.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,73000.0,114999.5,15.0
Volkswagen,Transporter,2022.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Pas encore dédouanée,385000.0,124999.5,3.0
Renault,Kadjar,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,175000.0,144999.5,8.0
Hyundai,i10,2020.0,Essence,4.0,5.0,Non,Très bon,Automatique,WW au Maroc,102000.0,67499.5,5.0
Dacia,Sandero,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,160000.0,52499.5,2.0
Volkswagen,Touareg,2020.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,328000.0,144999.5,5.0
Skoda,Karoq,2022.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,285000.0,77499.5,3.0
Mercedes-Benz,Classe C,2018.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,245000.0,144999.5,7.0
Hyundai,Santa Fe,2007.0,Diesel,9.0,5.0,Non,Bon,Automatique,WW au Maroc,69000.0,32499.5,18.0
Renault,Clio,2018.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,98000.0,124999.5,7.0
BMW,Série 3,2013.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,163000.0,184999.5,12.0
Opel,Crossland,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,183000.0,57499.5,3.0
Renault,Captur,2021.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,220000.0,17499.5,4.0
Peugeot,301,2016.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,95000.0,134999.5,9.0
Opel,Astra,2022.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,279000.0,97499.5,3.0
Dacia,Duster,2018.0,Diesel,6.0,5.0,Non,Bon,Automatique,WW au Maroc,152000.0,77499.5,7.0
Ford,Kuga,2015.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,135000.0,224999.5,10.0
Chevrolet,Captiva,2008.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,79000.0,194999.5,17.0
Suzuki,Maruti,2008.0,Essence,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,25000.0,52499.5,17.0
Fiat,Siena,2001.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,35000.0,184999.5,24.0
MG,MG3,2025.0,Hybride,9.0,5.0,Non,Neuf,Automatique,WW au Maroc,189000.0,2499.5,0.0
Peugeot,3008,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,256000.0,67499.5,5.0
Opel,Corsa,2019.0,Essence,4.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,92000.0,77499.5,6.0
Toyota,Corolla,2005.0,Diesel,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,47000.0,324999.5,20.0
Citroen,C3,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,Dédouanée,135000.0,104999.5,4.0
Volkswagen,Caddy,2017.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,178000.0,194999.5,8.0
Fiat,Grande Punto,2013.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,Importée neuve,85000.0,17499.5,12.0
Volkswagen,Golf 7,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,158000.0,224999.5,9.0
Renault,Kangoo,2021.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,160000.0,184999.5,4.0
Peugeot,206,2010.0,Diesel,6.0,5.0,Non,Correct,Manuelle,WW au Maroc,69000.0,224999.5,15.0
BMW,Série 4,2015.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,205000.0,164999.5,10.0
Volkswagen,Tiguan,2011.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,170000.0,274999.5,14.0
Mercedes-Benz,Classe C,2015.0,Diesel,9.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,275000.0,97499.5,10.0
Volkswagen,Golf 8,2021.0,Hybride,8.0,5.0,Non,Excellent,Automatique,Pas encore dédouanée,230000.0,82499.5,4.0
Dacia,Logan,2006.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,62000.0,12499.5,19.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,208000.0,97499.5,4.0
Mercedes-Benz,Classe A,2023.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,375000.0,47499.5,2.0
Mercedes-Benz,Classe E,2015.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,215000.0,224999.5,10.0
Fiat,Grande Punto,2007.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,Importée neuve,67000.0,274999.5,18.0
Fiat,Albea,2009.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,51000.0,37499.5,16.0
Dacia,Dokker,2015.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,100000.0,104999.5,10.0
Volkswagen,Golf 7,2014.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,215000.0,27499.5,11.0
Peugeot,308,2009.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,90000.0,184999.5,16.0
Ford,Focus,2007.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,77000.0,32499.5,18.0
Volkswagen,Touareg,2011.0,Diesel,11.0,5.0,Non,Bon,Automatique,WW au Maroc,138000.0,194999.5,14.0
Dacia,Sandero,2018.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,129000.0,57499.5,7.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Oui,Neuf,Automatique,WW au Maroc,230000.0,82499.5,7.0
Renault,Megane,2022.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,235000.0,57499.5,3.0
Renault,Kadjar,2020.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,135000.0,104999.5,5.0
Suzuki,Grand Vitara,2010.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,85000.0,224999.5,15.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,254000.0,67499.5,7.0
Nissan,Juke,2024.0,Essence,6.0,5.0,Oui,Neuf,Automatique,WW au Maroc,205000.0,2499.5,1.0
Hyundai,Creta,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,229999.0,97499.5,3.0
Seat,Leon,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,133000.0,194999.5,9.0
Fiat,500,2018.0,Essence,7.0,3.0,Non,Excellent,Automatique,WW au Maroc,118000.0,104999.5,7.0
Volkswagen,Touran,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,300000.0,174999.5,4.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,145000.0,104999.5,3.0
Renault,R4,1989.0,Essence,6.0,5.0,Non,Correct,Manuelle,Dédouanée,16000.0,2499.5,36.0
Renault,Clio,2013.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,95000.0,42499.5,12.0
Peugeot,208,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,166000.0,22499.5,4.0
Renault,Kangoo,2018.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,Importée neuve,147000.0,134999.5,7.0
Dacia,Logan,2022.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,125000.0,134999.5,3.0
Peugeot,Tepee,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,157000.0,184999.5,6.0
Ford,Kuga,2013.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,118000.0,274999.5,12.0
Peugeot,3008,2021.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,205000.0,134999.5,4.0
Toyota,Corolla,2006.0,Essence,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,61000.0,2499.5,19.0
Renault,Megane,2020.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,182000.0,104999.5,5.0
Dacia,Logan,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,92000.0,194999.5,11.0
Suzuki,Grand Vitara,2012.0,Essence,10.0,3.0,Non,Bon,Manuelle,Dédouanée,50000.0,224999.5,13.0
Opel,Campo,2019.0,Electrique,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,165000.0,92499.5,6.0
Dacia,Logan,2013.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,79000.0,154999.5,12.0
Land Rover,Range Rover Sport,2006.0,Diesel,11.0,5.0,Non,Bon,Automatique,Importée neuve,75000.0,174999.5,19.0
Peugeot,2008,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,255000.0,62499.5,3.0
BMW,Série 3,1988.0,Essence,9.0,5.0,Non,Très bon,Manuelle,Dédouanée,62000.0,97499.5,37.0
Ford,Kuga,2014.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,145000.0,224999.5,11.0
Renault,Kangoo,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,122000.0,154999.5,9.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,168000.0,104999.5,6.0
Ford,Fiesta,2017.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,114000.0,124999.5,8.0
Peugeot,3008,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,250000.0,92499.5,5.0
Peugeot,Partner,2010.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,69000.0,224999.5,15.0
Citroen,C3,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,144999.5,6.0
Peugeot,208,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,62499.5,2.0
Alfa Romeo,Stelvio,2020.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,330000.0,82499.5,5.0
Renault,Kangoo,2011.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,80000.0,97499.5,14.0
Audi,A3,2019.0,Diesel,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,245998.0,124999.5,6.0
Peugeot,207,2008.0,Essence,8.0,5.0,Non,Neuf,Manuelle,WW au Maroc,59000.0,274999.5,17.0
Mercedes-Benz,Classe C,2015.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,268000.0,144999.5,10.0
Peugeot,3008,2022.0,Diesel,8.0,5.0,Non,Neuf,Automatique,WW au Maroc,280000.0,22499.5,3.0
Citroen,C4,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,140000.0,104999.5,8.0
Volkswagen,Gol,2009.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,44000.0,194999.5,16.0
Audi,A4,2023.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,37000.0,82499.5,2.0
Audi,Q2,2018.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,230000.0,154999.5,7.0
Volkswagen,Golf 5,2004.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,Dédouanée,77000.0,224999.5,21.0
Peugeot,208,2016.0,Essence,7.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,93000.0,104999.5,9.0
BMW,Série 5,2006.0,Diesel,10.0,5.0,Non,Bon,Automatique,WW au Maroc,80000.0,184999.5,19.0
Hyundai,Tucson,2022.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,290000.0,97499.5,3.0
Mini,One,2017.0,Essence,7.0,5.0,Oui,Excellent,Automatique,WW au Maroc,178000.0,97499.5,8.0
Honda,CR-V,2009.0,Essence,11.0,5.0,Non,Très bon,Automatique,WW au Maroc,72000.0,32499.5,16.0
Volkswagen,Golf 4,2000.0,Diesel,8.0,5.0,Non,Bon,Manuelle,Importée neuve,55000.0,324999.5,25.0
Renault,Clio,2017.0,Diesel,6.0,5.0,Non,Neuf,Automatique,WW au Maroc,134000.0,134999.5,8.0
Jeep,Cherokee,2021.0,Diesel,9.0,5.0,Oui,Très bon,Automatique,WW au Maroc,232000.0,77499.5,4.0
Renault,Captur,2015.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,126000.0,134999.5,10.0
Fiat,Fiorino,2020.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,115000.0,124999.5,5.0
Opel,Mokka,2023.0,Essence,7.0,5.0,Oui,Neuf,Automatique,WW au Maroc,255000.0,7499.5,2.0
Jeep,Wrangler,2016.0,Diesel,11.0,5.0,Oui,Excellent,Automatique,WW au Maroc,250000.0,224999.5,9.0
BMW,Série 5,2017.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,250000.0,134999.5,8.0
BMW,X5,2016.0,Diesel,9.0,5.0,Oui,Très bon,Automatique,WW au Maroc,255000.0,184999.5,9.0
Renault,Megane,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,265000.0,32499.5,3.0
Ford,Focus,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,215000.0,87499.5,4.0
Chery,QQ,2007.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,35000.0,134999.5,18.0
Hyundai,Veracruz,2008.0,Diesel,11.0,5.0,Oui,Excellent,Automatique,WW au Maroc,85000.0,194999.5,17.0
Ford,Focus,2007.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,75000.0,164999.5,18.0
Hyundai,i30,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,182000.0,134999.5,5.0
Kia,Picanto,2021.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,98000.0,104999.5,4.0
Suzuki,Grand Vitara,2010.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Dédouanée,60000.0,274999.5,15.0
Mercedes-Benz,Classe A,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,175000.0,104999.5,4.0
Citroen,C5,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,220000.0,92499.5,6.0
Ford,Fiesta,2012.0,Essence,7.0,3.0,Non,Très bon,Manuelle,WW au Maroc,77000.0,2499.5,13.0
Hyundai,Accent,2015.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,100000.0,144999.5,10.0
Land Rover,Range Rover Sport,2014.0,Diesel,12.0,5.0,Oui,Très bon,Automatique,WW au Maroc,280000.0,174999.5,11.0
Opel,Mokka,2024.0,Essence,8.0,5.0,Oui,Bon,Automatique,WW au Maroc,218000.0,124999.5,1.0
Ford,Kuga,2015.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,158000.0,154999.5,10.0
Porsche,Cayenne,2012.0,Diesel,12.0,5.0,Non,Neuf,Automatique,Importée neuve,195000.0,224999.5,13.0
