Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Land Rover,Range Rover Vogue,2013.0,Diesel,20.0,5.0,Non,Très bon,Automatique,WW au Maroc,240000.0,154999.5,12.0
Renault,Clio,2024.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,180000.0,2499.5,1.0
Mercedes-Benz,220,2011.0,Diesel,9.0,5.0,Non,Très bon,Automatique,Dédouanée,165000.0,12499.5,14.0
Volkswagen,Golf 5,2004.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,85000.0,17499.5,21.0
Fiat,Fullback,2018.0,Diesel,10.0,5.0,Non,Très bon,Manuelle,WW au Maroc,160000.0,17499.5,7.0
BMW,X5,2009.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,130000.0,194999.5,16.0
Volkswagen,Golf 7,2016.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,188000.0,194999.5,9.0
BMW,Série 1,2024.0,Diesel,7.0,5.0,Oui,Neuf,Automatique,WW au Maroc,335000.0,32499.5,1.0
Land Rover,Range Rover Evoque,2022.0,Essence,11.0,5.0,Oui,Neuf,Automatique,WW au Maroc,400000.0,57499.5,3.0
Volkswagen,Sharan,2014.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,185000.0,274999.5,11.0
Toyota,Prado,2007.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,165000.0,274999.5,18.0
Hyundai,Accent,2021.0,Diesel,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,67499.5,4.0
Volkswagen,Touareg,2010.0,Diesel,11.0,5.0,Non,Très bon,Automatique,WW au Maroc,88000.0,224999.5,15.0
Citroen,Berlingo,2011.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,105000.0,324999.5,14.0
Mercedes-Benz,220,1999.0,Diesel,9.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,48000.0,134999.5,26.0
Hyundai,i30,2013.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,107000.0,184999.5,12.0
Mercedes-Benz,220,2001.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,67000.0,274999.5,24.0
Toyota,Yaris,2016.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,93000.0,92499.5,9.0
Citroen,C4,2006.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,62000.0,274999.5,19.0
Ford,C-Max,2016.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,Dédouanée,163000.0,154999.5,9.0
Honda,Boss,2006.0,Essence,13.0,5.0,Non,Très bon,Automatique,WW au Maroc,59000.0,224999.5,19.0
Dacia,Duster,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,210000.0,57499.5,3.0
Dacia,Logan,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,130000.0,104999.5,4.0
Toyota,RAV 4,2010.0,Diesel,8.0,5.0,Oui,Neuf,Manuelle,Dédouanée,127000.0,224999.5,15.0
BMW,X3,2020.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,350000.0,52499.5,5.0
Volkswagen,Golf 4,2002.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,77000.0,324999.5,23.0
Hyundai,Tucson,2007.0,Diesel,8.0,5.0,Oui,Bon,Manuelle,WW au Maroc,72000.0,224999.5,18.0
Peugeot,3008,2022.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,290000.0,47499.5,3.0
Renault,Captur,2013.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,110000.0,224999.5,12.0
BMW,Série 2,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,345000.0,114999.5,4.0
Volkswagen,Golf 2,1992.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,Dédouanée,32000.0,42499.5,33.0
Abarth,595,2022.0,Essence,8.0,3.0,Non,Excellent,Automatique,WW au Maroc,239000.0,17499.5,3.0
Peugeot,2008,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,108000.0,224999.5,9.0
Hyundai,Accent,2018.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,133000.0,97499.5,7.0
Ford,Focus,2002.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,59000.0,224999.5,23.0
Volkswagen,T-Roc,2019.0,Diesel,8.0,3.0,Oui,Excellent,Automatique,Dédouanée,270000.0,164999.5,6.0
Audi,Q5,2018.0,Diesel,33.0,5.0,Non,Très bon,Automatique,WW au Maroc,362000.0,154999.5,7.0
Mercedes-Benz,Classe GLC,2020.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,335000.0,134999.5,5.0
Fiat,Doblo,2018.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,105000.0,144999.5,7.0
Jaguar,XE,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,215000.0,144999.5,9.0
Hyundai,H,2020.0,Diesel,10.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,239999.0,57499.5,5.0
Mercedes-Benz,Classe GLA,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,243000.0,144999.5,7.0
Toyota,Corolla,2007.0,Diesel,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,62000.0,274999.5,18.0
BMW,Série 3,2008.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,89000.0,274999.5,17.0
Audi,Q7,2019.0,Diesel,12.0,5.0,Oui,Neuf,Automatique,WW au Maroc,390000.0,57499.5,6.0
Skoda,Octavia,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,195000.0,124999.5,5.0
Renault,Clio,1993.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Dédouanée,35000.0,224999.5,32.0
Peugeot,Rifter,2020.0,Diesel,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,134999.5,5.0
Hyundai,i10,2018.0,Essence,4.0,5.0,Non,Excellent,Automatique,WW au Maroc,111000.0,62499.5,7.0
Hyundai,Accent,2018.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,85000.0,82499.5,7.0
Dacia,Duster,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,193000.0,82499.5,3.0
Ford,Fiesta,2017.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,109000.0,174999.5,8.0
Dacia,Logan,2021.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,105000.0,184999.5,4.0
Mercedes-Benz,Classe E,2020.0,Diesel,10.0,5.0,Oui,Excellent,Automatique,Pas encore dédouanée,335000.0,274999.5,5.0
Hyundai,Tucson,2024.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,365000.0,7499.5,1.0
Dacia,Dokker,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,107000.0,2499.5,6.0
Honda,Logo,2019.0,Diesel,6.0,3.0,Non,Très bon,Automatique,WW au Maroc,105000.0,62499.5,6.0
Opel,Grandland,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,180000.0,224999.5,4.0
Volkswagen,Passat CC,2017.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,180000.0,144999.5,8.0
Volkswagen,Tiguan,2015.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,200000.0,174999.5,10.0
Citroen,Berlingo,2020.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,142000.0,134999.5,5.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,180000.0,144999.5,6.0
Fiat,Doblo,2015.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,68000.0,2499.5,10.0
Volkswagen,Golf 5,2009.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,Dédouanée,83000.0,274999.5,16.0
Tesla,Model 3,2021.0,Electrique,7.0,5.0,Oui,Excellent,Automatique,Dédouanée,380000.0,37499.5,4.0
Mercedes-Benz,Classe C,2017.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,265000.0,154999.5,8.0
Mercedes-Benz,220,2011.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Importée neuve,127000.0,194999.5,14.0
Peugeot,Partner,2022.0,Diesel,7.0,3.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,22499.5,3.0
Volkswagen,Caddy,2021.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,158000.0,134999.5,4.0
Audi,A4,2022.0,Diesel,8.0,5.0,Oui,Neuf,Automatique,WW au Maroc,340000.0,97499.5,3.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,158000.0,72499.5,3.0
Jeep,Cherokee,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,175000.0,174999.5,8.0
Fiat,Palio,1999.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,30000.0,184999.5,26.0
Mini,CountryMan,2013.0,Essence,9.0,5.0,Non,Très bon,Automatique,WW au Maroc,115000.0,124999.5,12.0
Suzuki,Dzire,1990.0,Essence,6.0,3.0,Non,Excellent,Manuelle,WW au Maroc,32000.0,2499.5,35.0
Land Rover,Range Rover Evoque,2016.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Importée neuve,235000.0,124999.5,9.0
Volkswagen,Passat,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,185000.0,224999.5,9.0
Renault,Laguna,2004.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,Dédouanée,65000.0,274999.5,21.0
Volkswagen,Golf 7,2014.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,155000.0,224999.5,11.0
Peugeot,206,2002.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,55000.0,324999.5,23.0
Dacia,Dokker,2017.0,Diesel,6.0,3.0,Oui,Très bon,Manuelle,WW au Maroc,90000.0,324999.5,8.0
Renault,Clio,2018.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,99000.0,154999.5,7.0
Opel,Grandland,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,230000.0,72499.5,4.0
Toyota,Auris,2007.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,70000.0,27499.5,18.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,159000.0,97499.5,4.0
Mercedes-Benz,Classe A,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Importée neuve,330000.0,144999.5,4.0
Ford,Kuga,2012.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,120000.0,224999.5,13.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,124000.0,72499.5,3.0
Renault,Scenic,2001.0,Diesel,7.0,5.0,Non,Correct,Manuelle,WW au Maroc,41000.0,7499.5,24.0
Tesla,Model 3,2023.0,Electrique,7.0,5.0,Non,Excellent,Automatique,Pas encore dédouanée,319000.0,22499.5,2.0
Ford,Focus,2008.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,70000.0,274999.5,17.0
Hyundai,Tucson,2019.0,Diesel,6.0,5.0,Oui,Neuf,Automatique,Dédouanée,242000.0,104999.5,6.0
Fiat,Siena,2003.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,34000.0,324999.5,22.0
Hyundai,Santa Fe,2009.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,90000.0,154999.5,16.0
Citroen,Berlingo,2010.0,Diesel,6.0,5.0,Non,Bon,Manuelle,Dédouanée,68000.0,12499.5,15.0
Mercedes-Benz,Classe C,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,370000.0,114999.5,4.0
Volkswagen,Passat CC,2015.0,Diesel,8.0,3.0,Oui,Excellent,Automatique,WW au Maroc,159000.0,194999.5,10.0
Volkswagen,Touareg,2015.0,Diesel,12.0,5.0,Oui,Excellent,Automatique,WW au Maroc,155000.0,154999.5,10.0
Toyota,C-HR,2022.0,Hybride,10.0,5.0,Oui,Neuf,Automatique,WW au Maroc,233000.0,57499.5,3.0
Renault,Twingo,2011.0,Essence,6.0,3.0,Oui,Très bon,Manuelle,WW au Maroc,58000.0,114999.5,14.0
Renault,Zoe,2014.0,Electrique,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,118000.0,7499.5,11.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,132000.0,57499.5,3.0
Volkswagen,Golf 7,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,155000.0,164999.5,9.0
Renault,19,1993.0,Essence,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,28000.0,7499.5,32.0
Volkswagen,Golf 7,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,157999.0,154999.5,7.0
Alfa Romeo,Giulietta,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,110000.0,194999.5,11.0
Toyota,RAV 4,2019.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,220000.0,174999.5,6.0
Mercedes-Benz,220,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,375000.0,124999.5,5.0
Peugeot,205,1984.0,Essence,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,18000.0,274999.5,41.0
Fiat,500,2021.0,Essence,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,130000.0,87499.5,4.0
BMW,Série 5,1984.0,Diesel,10.0,5.0,Non,Bon,Manuelle,Dédouanée,45000.0,154999.5,41.0
BMW,Série 3,2006.0,Essence,11.0,5.0,Non,Très bon,Automatique,WW au Maroc,66000.0,224999.5,19.0
Kia,Sportage,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Importée neuve,270000.0,92499.5,6.0
Skoda,Kamiq,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,Importée neuve,225000.0,104999.5,4.0
Volkswagen,Jetta,2019.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,185000.0,92499.5,6.0
Dacia,Logan,2024.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,173000.0,7499.5,1.0
Toyota,Corolla Verso,2007.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,Dédouanée,60000.0,184999.5,18.0
Opel,Corsa,2023.0,Essence,7.0,5.0,Oui,Bon,Automatique,WW au Maroc,180000.0,37499.5,2.0
Volkswagen,Tiguan,2017.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,155000.0,124999.5,8.0
Hyundai,Tucson,2019.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,258000.0,184999.5,6.0
Suzuki,Alto,2008.0,Essence,5.0,5.0,Non,Très bon,Manuelle,Dédouanée,35000.0,27499.5,17.0
Volkswagen,Touran,2016.0,Diesel,8.0,3.0,Non,Excellent,Automatique,Dédouanée,225000.0,164999.5,9.0
Mercedes-Benz,Classe A,2017.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Importée neuve,270000.0,7499.5,8.0
Audi,Q5,2012.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,Dédouanée,219000.0,22499.5,13.0
BMW,Série 3,2018.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,220000.0,154999.5,7.0
Ford,Focus,2016.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,144000.0,164999.5,9.0
Volkswagen,T-Roc,2024.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,363000.0,17499.5,1.0
Dacia,Logan,2010.0,Diesel,4.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,68000.0,224999.5,15.0
Mercedes-Benz,220,2016.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Importée neuve,266000.0,224999.5,9.0
Land Rover,Range Rover Evoque,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,335000.0,97499.5,6.0
Kia,Sorento,2011.0,Diesel,10.0,5.0,Non,Très bon,Automatique,WW au Maroc,80000.0,274999.5,14.0
Volkswagen,Touareg,2022.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,385000.0,164999.5,3.0
Volkswagen,Golf 8,2021.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,385000.0,104999.5,4.0
Toyota,Corolla,2009.0,Diesel,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,90000.0,224999.5,16.0
Ford,Fiesta,2007.0,Essence,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,52000.0,274999.5,18.0
Kia,Sportage,2023.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,285000.0,62499.5,2.0
Volvo,V40,2018.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,175000.0,92499.5,7.0
Dacia,Logan,2018.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,88000.0,194999.5,7.0
Mercedes-Benz,270,2003.0,Diesel,11.0,5.0,Oui,Bon,Manuelle,Importée neuve,43000.0,194999.5,22.0
Audi,A3,2023.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,356000.0,104999.5,2.0
Volkswagen,Golf 5,2008.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,91000.0,324999.5,17.0
Mercedes-Benz,Classe V,2015.0,Diesel,4.0,3.0,Oui,Très bon,Automatique,Dédouanée,340000.0,144999.5,10.0
Renault,Clio,2019.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,148000.0,77499.5,6.0
Kia,Picanto,2007.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,48000.0,92499.5,18.0
Honda,Accord,2009.0,Essence,11.0,5.0,Non,Très bon,Manuelle,WW au Maroc,64000.0,224999.5,16.0
Ford,Fiesta,2016.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,115000.0,72499.5,9.0
Audi,A6,2017.0,Diesel,4.0,5.0,Non,Excellent,Automatique,Pas encore dédouanée,210000.0,224999.5,8.0
Volkswagen,Touran,2019.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,255000.0,87499.5,6.0
Skoda,Octavia,2018.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,172000.0,174999.5,7.0
Renault,Megane,2022.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,207000.0,92499.5,3.0
Fiat,Doblo,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,96000.0,72499.5,5.0
Seat,Leon,2009.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,88000.0,184999.5,16.0
Hyundai,i10,2018.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,101000.0,87499.5,7.0
Peugeot,306,1998.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,35000.0,37499.5,27.0
Volkswagen,Passat CC,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,205000.0,174999.5,9.0
Volvo,XC60,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,265000.0,224999.5,5.0
Mercedes-Benz,Classe E,2013.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,230000.0,194999.5,12.0
Jeep,Renegade,2021.0,Diesel,7.0,5.0,Oui,Très bon,Automatique,WW au Maroc,215000.0,2499.5,4.0
Renault,Kangoo,2012.0,Diesel,6.0,3.0,Non,Bon,Manuelle,WW au Maroc,82000.0,224999.5,13.0
Dacia,Dokker,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,130000.0,124999.5,5.0
Mercedes-Benz,Classe CLA,2013.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,200000.0,164999.5,12.0
BMW,Série 5,2012.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,148000.0,324999.5,13.0
Ford,Connect,2018.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,148000.0,114999.5,7.0
Mercedes-Benz,Classe CLA,2019.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,325000.0,104999.5,6.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,104000.0,174999.5,5.0
Peugeot,301,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,106000.0,134999.5,6.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,300000.0,144999.5,7.0
Ford,Fiesta,2012.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,90000.0,174999.5,13.0
Kia,Sportage,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,198000.0,144999.5,5.0
Renault,Megane,2019.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,174000.0,134999.5,6.0
Dacia,Logan,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,104000.0,134999.5,8.0
Volkswagen,Passat CC,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,195000.0,184999.5,9.0
Geely,LC,2013.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,45000.0,134999.5,12.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,176000.0,82499.5,4.0
Mercedes-Benz,Classe CLS,2006.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,90000.0,194999.5,19.0
Volkswagen,Golf 6,2013.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,Dédouanée,135000.0,224999.5,12.0
Seat,Ibiza,2013.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,87000.0,184999.5,12.0
Ford,Focus,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,148000.0,144999.5,9.0
Hyundai,ix35,2016.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,162000.0,27499.5,9.0
Mitsubishi,Pajero Sport,2022.0,Diesel,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,370000.0,42499.5,3.0
Volkswagen,Polo,2013.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,95000.0,134999.5,12.0
BMW,X3,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,310000.0,224999.5,5.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,225000.0,144999.5,7.0
Skoda,Octavia,2017.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,168000.0,194999.5,8.0
Dacia,Logan,2022.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,150000.0,7499.5,3.0
Peugeot,Partner,2002.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,47000.0,47499.5,23.0
Volkswagen,Passat CC,2012.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,150000.0,274999.5,13.0
Skoda,Superb,2016.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,119000.0,194999.5,9.0
Volkswagen,Eos,2017.0,Diesel,8.0,3.0,Oui,Excellent,Manuelle,WW au Maroc,190000.0,92499.5,8.0
BMW,iX3,1998.0,Essence,10.0,3.0,Non,Excellent,Manuelle,WW au Maroc,40000.0,2499.5,27.0
Skoda,Karoq,2020.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,Dédouanée,340000.0,2499.5,5.0
Opel,Corsa,2019.0,Essence,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,90000.0,114999.5,6.0
Jeep,Wrangler,1980.0,Diesel,8.0,3.0,Non,Excellent,Manuelle,WW au Maroc,130000.0,57499.5,45.0
Seat,Leon,2018.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,178000.0,97499.5,7.0
Seat,Arona,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,195000.0,7499.5,3.0
Citroen,C-Elysée,2024.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,163000.0,17499.5,1.0
Land Rover,Range Rover Evoque,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,229800.0,144999.5,8.0
Volkswagen,Tiguan,2013.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,Dédouanée,165000.0,274999.5,12.0
Hyundai,Accent,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,173000.0,47499.5,2.0
Suzuki,Alto,2001.0,Essence,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,35000.0,17499.5,24.0
Peugeot,3008,2021.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,275000.0,92499.5,4.0
Audi,Q5,2015.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,205000.0,144999.5,10.0
Dacia,Dokker,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,139000.0,174999.5,6.0
Volkswagen,Touran,2014.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,Dédouanée,185000.0,174999.5,11.0
Peugeot,208,2021.0,Diesel,7.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,150000.0,52499.5,4.0
Citroen,C3,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,148000.0,42499.5,4.0
Volkswagen,Tiguan,2020.0,Diesel,8.0,5.0,Oui,Neuf,Automatique,WW au Maroc,338000.0,104999.5,5.0
Jeep,Grand Cherokee,2017.0,Diesel,11.0,5.0,Non,Très bon,Automatique,WW au Maroc,145000.0,104999.5,8.0
Renault,Megane,2018.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,160000.0,124999.5,7.0
Dacia,Duster,2018.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,158000.0,104999.5,7.0
Kia,Rio,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,105000.0,97499.5,9.0
Volkswagen,Caddy,2022.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,195000.0,104999.5,3.0
Peugeot,307,2004.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,57000.0,17499.5,21.0
Renault,Zoe,2021.0,Electrique,8.0,5.0,Oui,Très bon,Automatique,Pas encore dédouanée,13700.0,37499.5,4.0
Mercedes-Benz,Classe E,1995.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,Dédouanée,40000.0,27499.5,30.0
Hyundai,Santa Fe,2010.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,93000.0,2499.5,15.0
Hyundai,Tucson,2020.0,Diesel,8.0,5.0,Oui,Neuf,Automatique,WW au Maroc,268000.0,134999.5,5.0
