Marque,Modèle,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Fiat,Siena,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,33000,97499.5,23
Citroen,C3,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,83000,164999.5,14
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,124000,144999.5,4
Volvo,XC60,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,265000,154999.5,6
Tata,Xenon,Diesel,9.0,3,Oui,Excellent,Manuelle,WW au Maroc,170000,17499.5,1
Kia,Picanto,Essence,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,122000,27499.5,1
Mercedes-Benz,Classe C,Diesel,9.0,3,Non,Excellent,Automatique,WW au Maroc,155000,224999.5,13
Renault,Megane,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,143000,174999.5,8
Volkswagen,Tiguan,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,305000,184999.5,5
Peugeot,206,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,52000,27499.5,14
Dacia,Logan,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,126000,134999.5,3
Renault,Kangoo,Diesel,6.0,5,Non,Excellent,Manuelle,Dédouanée,85000,224999.5,15
Renault,Clio,Essence,7.0,5,Non,Bon,Manuelle,WW au Maroc,83000,134999.5,9
Kia,K5,Hybride,11.0,5,Non,Bon,Automatique,WW au Maroc,310000,194999.5,3
Volkswagen,Jetta,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,167000,164999.5,8
Ford,Kuga,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,209000,124999.5,5
Peugeot,Bipper,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,65000,224999.5,13
Citroen,Berlingo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,197000,87499.5,4
Hyundai,ix35,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,160000,184999.5,10
Land Rover,Range Rover Sport,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,350000,12499.5,10
Ford,Kuga,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,198000,134999.5,7
Peugeot,208,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,149000,114999.5,4
Fiat,Palio,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,36000,194999.5,20
Honda,CR-V,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,137000,274999.5,11
Peugeot,3008,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,248000,82499.5,4
Opel,Grandland,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,275000,87499.5,3
Volkswagen,Passat,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,70000,274999.5,21
DS,DS7,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,271000,97499.5,6
Peugeot,206,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,58000,194999.5,15
Volvo,XC40,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,252000,114999.5,6
Volkswagen,Golf 6,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,128000,194999.5,13
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,110000,12499.5,6
Peugeot,206,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,76000,174999.5,13
Fiat,500,Essence,8.0,3,Non,Très bon,Automatique,WW au Maroc,145000,92499.5,11
Ford,Focus,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,141000,114999.5,7
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,340000,87499.5,3
Fiat,Freemont,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,154000,194999.5,8
Renault,Kangoo,Hybride,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,87000,2499.5,13
Volkswagen,Coccinelle,Essence,8.0,3,Non,Très bon,Manuelle,WW au Maroc,59000,194999.5,21
Volkswagen,Fox,Essence,6.0,3,Non,Très bon,Manuelle,WW au Maroc,40000,224999.5,19
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,199000,87499.5,3
Renault,Megane,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,92000,274999.5,14
Hyundai,Accent,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,178000,82499.5,3
Nissan,Navara,Diesel,10.0,5,Non,Très bon,Manuelle,WW au Maroc,160000,144999.5,9
Citroen,C1,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,57000,154999.5,16
Nissan,Pathfinder,Diesel,10.0,5,Non,Excellent,Manuelle,WW au Maroc,150000,224999.5,13
Renault,Express,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,155000,62499.5,2
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,160000,42499.5,6
Suzuki,Swift,Essence,7.0,5,Oui,Excellent,Automatique,WW au Maroc,162000,22499.5,1
Peugeot,3008,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,305000,47499.5,4
Dacia,Dokker,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,143000,144999.5,4
Suzuki,Celerio,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,51000,124999.5,14
Alfa Romeo,Giulietta,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,158000,104999.5,7
Fiat,Doblo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,144999.5,6
Renault,Megane,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,190000,124999.5,5
Dacia,Logan,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,132000,104999.5,3
Dacia,Sandero,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,148000,92499.5,4
Land Rover,Range Rover Evoque,Diesel,6.0,5,Non,Excellent,Automatique,Dédouanée,250000,154999.5,7
Ford,Focus,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,165000,144999.5,8
Fiat,Fiorino,Diesel,5.0,5,Non,Excellent,Manuelle,Dédouanée,120000,12499.5,4
Nissan,Murano,Essence,20.0,5,Non,Bon,Automatique,Dédouanée,40000,174999.5,18
Opel,Corsa,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,170000,32499.5,2
Volkswagen,T-Roc,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,320000,42499.5,2
Ford,Ka,Essence,6.0,3,Oui,Excellent,Manuelle,WW au Maroc,68000,92499.5,13
Opel,Mokka,Essence,7.0,5,Non,Très bon,Automatique,WW au Maroc,235000,37499.5,3
Fiat,500,Essence,6.0,3,Non,Très bon,Automatique,WW au Maroc,138000,37499.5,4
Volkswagen,Polo,Essence,7.0,5,Non,Neuf,Manuelle,WW au Maroc,95000,134999.5,12
Volkswagen,Bora,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,55000,2499.5,25
Volkswagen,Touareg,Diesel,11.0,5,Oui,Bon,Automatique,WW au Maroc,169000,144999.5,10
Ford,Focus,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,80000,274999.5,17
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Manuelle,Dédouanée,168000,224999.5,14
Ford,Fusion,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,220000,97499.5,6
Mercedes-Benz,Classe C,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,245000,184999.5,11
Peugeot,407,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,82000,194999.5,17
Renault,Kangoo,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,97000,224999.5,12
Land Rover,Range Rover Sport,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,290000,224999.5,11
Fiat,Grande Punto,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,85000,224999.5,11
Mini,Cooper,Essence,9.0,3,Non,Bon,Manuelle,WW au Maroc,80000,154999.5,17
Nissan,Qashqai,Diesel,6.0,5,Non,Excellent,Automatique,Dédouanée,183000,184999.5,11
Nissan,Pathfinder,Diesel,10.0,5,Non,Très bon,Manuelle,Dédouanée,81000,274999.5,17
Nissan,Qashqai,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,170000,164999.5,8
Citroen,C3,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,106000,194999.5,7
Mercedes-Benz,Classe ML,Diesel,11.0,5,Non,Très bon,Automatique,Dédouanée,75000,274999.5,20
Renault,Kadjar,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,195000,124999.5,6
Toyota,Corolla,Hybride,10.0,5,Non,Neuf,Automatique,WW au Maroc,193000,87499.5,6
Peugeot,2008,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,138000,224999.5,9
Fiat,Freemont,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,117000,144999.5,12
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,145000,114999.5,3
Peugeot,Boxer,Diesel,9.0,5,Oui,Excellent,Manuelle,WW au Maroc,230000,52499.5,3
Citroen,C3,Diesel,6.0,5,Non,Excellent,Manuelle,Dédouanée,118000,104999.5,5
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,170000,12499.5,2
Renault,Kadjar,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,160000,134999.5,9
Opel,Zafira,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,74000,32499.5,20
Mini,Cooper,Essence,7.0,3,Oui,Neuf,Automatique,WW au Maroc,315000,2499.5,0
Renault,Kangoo,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,98000,194999.5,10
Dacia,Duster,Diesel,6.0,5,Oui,Très bon,Manuelle,Dédouanée,175000,97499.5,3
Toyota,Yaris,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,68000,224999.5,17
Citroen,Xsara,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,42000,224999.5,21
Ford,Focus,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,159000,164999.5,6
Ssangyong,Kyron,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,65000,174999.5,15
Dacia,Dokker,Diesel,6.0,3,Oui,Excellent,Manuelle,WW au Maroc,113000,72499.5,4
BMW,Série 1,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,145000,194999.5,13
Citroen,C3,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,62499.5,4
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,139000,97499.5,4
Dacia,Dokker,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,118000,224999.5,7
Volkswagen,Golf 4,Essence,8.0,5,Non,Très bon,Manuelle,Importée neuve,53000,224999.5,26
Land Rover,Range Rover Vogue,Diesel,20.0,5,Non,Très bon,Automatique,WW au Maroc,240000,154999.5,12
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,180000,2499.5,1
Mercedes-Benz,220,Diesel,9.0,5,Non,Très bon,Automatique,Dédouanée,165000,12499.5,14
Volkswagen,Golf 5,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,85000,17499.5,21
Fiat,Fullback,Diesel,10.0,5,Non,Très bon,Manuelle,WW au Maroc,160000,17499.5,7
BMW,X5,Diesel,12.0,5,Non,Bon,Automatique,WW au Maroc,130000,194999.5,16
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,188000,194999.5,9
BMW,Série 1,Diesel,7.0,5,Oui,Neuf,Automatique,WW au Maroc,335000,32499.5,1
Volkswagen,Sharan,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,185000,274999.5,11
Toyota,Prado,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,165000,274999.5,18
Hyundai,Accent,Diesel,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,67499.5,4
Volkswagen,Touareg,Diesel,11.0,5,Non,Très bon,Automatique,WW au Maroc,88000,224999.5,15
Citroen,Berlingo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,105000,324999.5,14
Mercedes-Benz,220,Diesel,9.0,5,Oui,Excellent,Manuelle,WW au Maroc,48000,134999.5,26
Hyundai,i30,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,107000,184999.5,12
Toyota,Yaris,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,93000,92499.5,9
Citroen,C4,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,62000,274999.5,19
Ford,C-Max,Diesel,6.0,5,Oui,Neuf,Manuelle,Dédouanée,163000,154999.5,9
Honda,Boss,Essence,13.0,5,Non,Très bon,Automatique,WW au Maroc,59000,224999.5,19
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,210000,57499.5,3
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,130000,104999.5,4
Toyota,RAV 4,Diesel,8.0,5,Oui,Neuf,Manuelle,Dédouanée,127000,224999.5,15
BMW,X3,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,350000,52499.5,5
Volkswagen,Golf 4,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,77000,324999.5,23
Hyundai,Tucson,Diesel,8.0,5,Oui,Bon,Manuelle,WW au Maroc,72000,224999.5,18
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,290000,47499.5,3
Renault,Captur,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,110000,224999.5,12
BMW,Série 2,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,345000,114999.5,4
Abarth,595,Essence,8.0,3,Non,Excellent,Automatique,WW au Maroc,239000,17499.5,3
Peugeot,2008,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,108000,224999.5,9
Hyundai,Accent,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,133000,97499.5,7
Ford,Focus,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,59000,224999.5,23
Volkswagen,T-Roc,Diesel,8.0,3,Oui,Excellent,Automatique,Dédouanée,270000,164999.5,6
Mercedes-Benz,Classe GLC,Diesel,9.0,5,Oui,Excellent,Automatique,WW au Maroc,335000,134999.5,5
Fiat,Doblo,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,105000,144999.5,7
Jaguar,XE,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,215000,144999.5,9
Hyundai,H,Diesel,10.0,5,Oui,Excellent,Manuelle,WW au Maroc,239999,57499.5,5
Mercedes-Benz,Classe GLA,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,243000,144999.5,7
Toyota,Corolla,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,62000,274999.5,18
BMW,Série 3,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,89000,274999.5,17
Skoda,Octavia,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,195000,124999.5,5
Peugeot,Rifter,Diesel,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,170000,134999.5,5
Hyundai,i10,Essence,4.0,5,Non,Excellent,Automatique,WW au Maroc,111000,62499.5,7
Hyundai,Accent,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,85000,82499.5,7
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,193000,82499.5,3
Ford,Fiesta,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,109000,174999.5,8
Dacia,Logan,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,105000,184999.5,4
Mercedes-Benz,Classe E,Diesel,10.0,5,Oui,Excellent,Automatique,Pas encore dédouanée,335000,274999.5,5
Dacia,Dokker,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,107000,2499.5,6
Honda,Logo,Diesel,6.0,3,Non,Très bon,Automatique,WW au Maroc,105000,62499.5,6
Opel,Grandland,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,180000,224999.5,4
Volkswagen,Passat CC,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,180000,144999.5,8
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,200000,174999.5,10
Citroen,Berlingo,Diesel,5.0,5,Oui,Excellent,Manuelle,WW au Maroc,142000,134999.5,5
Dacia,Duster,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,180000,144999.5,6
Fiat,Doblo,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,68000,2499.5,10
Volkswagen,Golf 5,Diesel,9.0,5,Non,Excellent,Manuelle,Dédouanée,83000,274999.5,16
Mercedes-Benz,Classe C,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,265000,154999.5,8
Mercedes-Benz,220,Diesel,9.0,5,Non,Excellent,Automatique,Importée neuve,127000,194999.5,14
Peugeot,Partner,Diesel,7.0,3,Oui,Excellent,Manuelle,WW au Maroc,170000,22499.5,3
Volkswagen,Caddy,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,158000,134999.5,4
Audi,A4,Diesel,8.0,5,Oui,Neuf,Automatique,WW au Maroc,340000,97499.5,3
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,158000,72499.5,3
Jeep,Cherokee,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,175000,174999.5,8
Fiat,Palio,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,30000,184999.5,26
Mini,CountryMan,Essence,9.0,5,Non,Très bon,Automatique,WW au Maroc,115000,124999.5,12
Land Rover,Range Rover Evoque,Diesel,8.0,5,Oui,Excellent,Automatique,Importée neuve,235000,124999.5,9
Volkswagen,Passat,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,185000,224999.5,9
Renault,Laguna,Diesel,7.0,5,Non,Très bon,Manuelle,Dédouanée,65000,274999.5,21
Volkswagen,Golf 7,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,155000,224999.5,11
Peugeot,206,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,55000,324999.5,23
Dacia,Dokker,Diesel,6.0,3,Oui,Très bon,Manuelle,WW au Maroc,90000,324999.5,8
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,99000,154999.5,7
Opel,Grandland,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,230000,72499.5,4
Toyota,Auris,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,70000,27499.5,18
Dacia,Duster,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,159000,97499.5,4
Mercedes-Benz,Classe A,Diesel,8.0,5,Non,Excellent,Automatique,Importée neuve,330000,144999.5,4
Ford,Kuga,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,120000,224999.5,13
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,124000,72499.5,3
Renault,Scenic,Diesel,7.0,5,Non,Correct,Manuelle,WW au Maroc,41000,7499.5,24
Tesla,Model 3,Electrique,7.0,5,Non,Excellent,Automatique,Pas encore dédouanée,319000,22499.5,2
Ford,Focus,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,70000,274999.5,17
Hyundai,Tucson,Diesel,6.0,5,Oui,Neuf,Automatique,Dédouanée,242000,104999.5,6
Fiat,Siena,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,34000,324999.5,22
Hyundai,Santa Fe,Diesel,9.0,5,Non,Excellent,Manuelle,WW au Maroc,90000,154999.5,16
Citroen,Berlingo,Diesel,6.0,5,Non,Bon,Manuelle,Dédouanée,68000,12499.5,15
Volkswagen,Passat CC,Diesel,8.0,3,Oui,Excellent,Automatique,WW au Maroc,159000,194999.5,10
Volkswagen,Touareg,Diesel,12.0,5,Oui,Excellent,Automatique,WW au Maroc,155000,154999.5,10
Toyota,C-HR,Hybride,10.0,5,Oui,Neuf,Automatique,WW au Maroc,233000,57499.5,3
Renault,Twingo,Essence,6.0,3,Oui,Très bon,Manuelle,WW au Maroc,58000,114999.5,14
Renault,Zoe,Electrique,6.0,5,Oui,Excellent,Automatique,WW au Maroc,118000,7499.5,11
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,132000,57499.5,3
Volkswagen,Golf 7,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,155000,164999.5,9
Volkswagen,Golf 7,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,157999,154999.5,7
Alfa Romeo,Giulietta,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,110000,194999.5,11
Toyota,RAV 4,Diesel,9.0,5,Non,Excellent,Automatique,WW au Maroc,220000,174999.5,6
Mitsubishi,Pajero,Diesel,10.0,3,Non,Très bon,Manuelle,WW au Maroc,65000,374999.5,29
Fiat,500,Essence,7.0,5,Non,Excellent,Automatique,WW au Maroc,130000,87499.5,4
BMW,Série 3,Essence,11.0,5,Non,Très bon,Automatique,WW au Maroc,66000,224999.5,19
Kia,Sportage,Diesel,8.0,5,Non,Excellent,Automatique,Importée neuve,270000,92499.5,6
Skoda,Kamiq,Diesel,6.0,5,Oui,Excellent,Manuelle,Importée neuve,225000,104999.5,4
Volkswagen,Jetta,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,185000,92499.5,6
Dacia,Logan,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,173000,7499.5,1
Toyota,Corolla Verso,Diesel,6.0,5,Oui,Excellent,Manuelle,Dédouanée,60000,184999.5,18
Opel,Corsa,Essence,7.0,5,Oui,Bon,Automatique,WW au Maroc,180000,37499.5,2
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,155000,124999.5,8
Hyundai,Tucson,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,258000,184999.5,6
Suzuki,Alto,Essence,5.0,5,Non,Très bon,Manuelle,Dédouanée,35000,27499.5,17
Volkswagen,Touran,Diesel,8.0,3,Non,Excellent,Automatique,Dédouanée,225000,164999.5,9
Mercedes-Benz,Classe A,Diesel,9.0,5,Non,Excellent,Automatique,Importée neuve,270000,7499.5,8
Audi,Q5,Diesel,8.0,5,Oui,Très bon,Automatique,Dédouanée,219000,22499.5,13
BMW,Série 3,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,220000,154999.5,7
Ford,Focus,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,144000,164999.5,9
Dacia,Logan,Diesel,4.0,5,Oui,Très bon,Manuelle,WW au Maroc,68000,224999.5,15
Mercedes-Benz,220,Diesel,8.0,5,Oui,Excellent,Automatique,Importée neuve,266000,224999.5,9
Land Rover,Range Rover Evoque,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,335000,97499.5,6
Kia,Sorento,Diesel,10.0,5,Non,Très bon,Automatique,WW au Maroc,80000,274999.5,14
Toyota,Corolla,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,90000,224999.5,16
Ford,Fiesta,Essence,7.0,5,Non,Bon,Manuelle,WW au Maroc,52000,274999.5,18
Kia,Sportage,Diesel,7.0,5,Non,Excellent,Automatique,WW au Maroc,285000,62499.5,2
Volvo,V40,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,175000,92499.5,7
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,88000,194999.5,7
Mercedes-Benz,270,Diesel,11.0,5,Oui,Bon,Manuelle,Importée neuve,43000,194999.5,22
Audi,A3,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,356000,104999.5,2
Volkswagen,Golf 5,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,91000,324999.5,17
Mercedes-Benz,Classe V,Diesel,4.0,3,Oui,Très bon,Automatique,Dédouanée,340000,144999.5,10
Renault,Clio,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,148000,77499.5,6
Kia,Picanto,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,48000,92499.5,18
Honda,Accord,Essence,11.0,5,Non,Très bon,Manuelle,WW au Maroc,64000,224999.5,16
Ford,Fiesta,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,115000,72499.5,9
Audi,A6,Diesel,4.0,5,Non,Excellent,Automatique,Pas encore dédouanée,210000,224999.5,8
Volkswagen,Touran,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,255000,87499.5,6
Skoda,Octavia,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,172000,174999.5,7
Renault,Megane,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,207000,92499.5,3
Fiat,Doblo,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,96000,72499.5,5
Seat,Leon,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,88000,184999.5,16
Hyundai,i10,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,101000,87499.5,7
Peugeot,306,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,35000,37499.5,27
Volkswagen,Passat CC,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,205000,174999.5,9
Volvo,XC60,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,265000,224999.5,5
Mercedes-Benz,Classe E,Diesel,9.0,5,Non,Excellent,Automatique,Dédouanée,230000,194999.5,12
Jeep,Renegade,Diesel,7.0,5,Oui,Très bon,Automatique,WW au Maroc,215000,2499.5,4
Renault,Kangoo,Diesel,6.0,3,Non,Bon,Manuelle,WW au Maroc,82000,224999.5,13
Dacia,Dokker,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,130000,124999.5,5
Mercedes-Benz,Classe CLA,Diesel,9.0,5,Non,Excellent,Automatique,WW au Maroc,200000,164999.5,12
BMW,Série 5,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,148000,324999.5,13
Ford,Connect,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,148000,114999.5,7
Mercedes-Benz,Classe CLA,Diesel,9.0,5,Non,Excellent,Automatique,WW au Maroc,325000,104999.5,6
Dacia,Logan,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,104000,174999.5,5
Peugeot,301,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,106000,134999.5,6
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,300000,144999.5,7
Ford,Fiesta,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,90000,174999.5,13
Kia,Sportage,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,198000,144999.5,5
Renault,Megane,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,174000,134999.5,6
Dacia,Logan,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,104000,134999.5,8
Volkswagen,Passat CC,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,195000,184999.5,9
Geely,LC,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,45000,134999.5,12
Dacia,Duster,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,176000,82499.5,4
