Marque,Modèle,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Peugeot,Expert,Diesel,6.0,5,Non,Neuf,Manuelle,WW au Maroc,204000,124999.5,6
Dacia,Duster,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,129000,104999.5,10
Ford,Kuga,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,143000,224999.5,12
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,123000,72499.5,4
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,135000,144999.5,7
BMW,Série 5,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,180000,184999.5,13
Ford,Fiesta,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,108000,174999.5,9
Toyota,Corolla Cross,Hybride,10.0,5,Oui,Excellent,Automatique,WW au Maroc,300000,62499.5,3
Fiat,500,Essence,7.0,3,Oui,Excellent,Automatique,WW au Maroc,145000,32499.5,2
Jaguar,XF,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,165000,194999.5,10
Citroen,C4,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,93000,224999.5,13
Toyota,Auris,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,80000,274999.5,17
Citroen,C4,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,140000,17499.5,9
Renault,Clio,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,103000,114999.5,5
Hyundai,Creta,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,238000,77499.5,4
Dacia,Duster,Diesel,14.0,5,Oui,Excellent,Manuelle,WW au Maroc,125000,12499.5,11
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,63000,27499.5,18
Fiat,500,Essence,6.0,3,Oui,Excellent,Automatique,WW au Maroc,150000,32499.5,2
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,102000,124999.5,5
Volkswagen,Touareg,Diesel,11.0,5,Non,Excellent,Automatique,WW au Maroc,138000,184999.5,12
Audi,A6,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,140000,224999.5,13
Mercedes-Benz,220,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,80000,374999.5,25
Hyundai,Tucson,Diesel,7.0,5,Non,Excellent,Automatique,WW au Maroc,300000,72499.5,4
Dacia,Dokker,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,130000,184999.5,7
Hyundai,Kona,Hybride,9.0,5,Non,Excellent,Automatique,WW au Maroc,299000,17499.5,1
Mercedes-Benz,Classe C,Diesel,9.0,5,Non,Excellent,Automatique,Dédouanée,340000,104999.5,8
BMW,X3,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,92000,184999.5,19
Porsche,Cayenne,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,190000,224999.5,13
BMW,Série 4,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,255000,224999.5,9
Chevrolet,Spark,Essence,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,58000,12499.5,13
Audi,Q5,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,349000,174999.5,7
Hyundai,i10,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,50000,174999.5,13
Renault,Koleos,Essence,14.0,5,Oui,Excellent,Automatique,Dédouanée,165000,82499.5,6
Volkswagen,Golf 7,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,155000,184999.5,9
Mercedes-Benz,220,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,100000,22499.5,23
BMW,X5,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,280000,134999.5,10
Opel,Astra,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,175000,82499.5,5
Citroen,C-Elysée,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,89000,224999.5,9
Dacia,Duster,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,170000,124999.5,5
Ford,C-Max,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,125000,224999.5,12
Peugeot,Tepee,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,91000,2499.5,15
Dacia,Logan,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,137000,92499.5,2
Volkswagen,Passat,Diesel,8.0,5,Non,Bon,Automatique,Dédouanée,90000,37499.5,16
Peugeot,2008,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,240000,97499.5,5
Volkswagen,Caddy,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,160000,97499.5,5
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,335000,52499.5,2
Kia,Sorento,Diesel,9.0,5,Non,Excellent,Automatique,WW au Maroc,88000,194999.5,14
Ssangyong,Rexton,Diesel,11.0,5,Oui,Bon,Automatique,WW au Maroc,55000,224999.5,20
Audi,Q3,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,195000,12499.5,9
Opel,Grandland,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,192000,57499.5,5
Hyundai,i40,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,107000,224999.5,12
Hyundai,Tucson,Diesel,6.0,5,Oui,Bon,Automatique,WW au Maroc,315000,184999.5,3
Volkswagen,Bora,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,70000,374999.5,23
Volkswagen,Golf 4,Diesel,8.0,5,Non,Excellent,Manuelle,Importée neuve,68000,194999.5,27
Volkswagen,Touareg,Diesel,12.0,5,Oui,Excellent,Automatique,WW au Maroc,179000,82499.5,10
Seat,Leon,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,185000,144999.5,9
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,174000,22499.5,2
Dacia,Logan,Essence,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,115000,67499.5,2
Volkswagen,Polo,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,60000,144999.5,19
Hyundai,ix35,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,165000,194999.5,12
Renault,Clio,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,140000,92499.5,3
Renault,Megane,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,159000,144999.5,6
Peugeot,208,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,112000,134999.5,6
Dacia,Duster,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,98000,194999.5,11
Dacia,Logan,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,60000,2499.5,16
Toyota,Corolla,Hybride,10.0,5,Oui,Excellent,Automatique,WW au Maroc,199000,77499.5,5
Renault,Clio,Diesel,6.0,5,Non,Neuf,Manuelle,WW au Maroc,158000,72499.5,2
Peugeot,206,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,51000,224999.5,18
Volvo,XC60,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,329000,114999.5,4
Suzuki,Grand Vitara,Essence,9.0,3,Non,Excellent,Manuelle,WW au Maroc,72000,164999.5,13
Ford,Kuga,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,180000,194999.5,7
Ford,Focus,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,138000,144999.5,8
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,280000,114999.5,4
Volkswagen,Tiguan,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,219000,97499.5,7
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,113000,134999.5,6
Renault,Clio,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,66000,224999.5,17
Renault,Clio,Essence,7.0,5,Oui,Excellent,Manuelle,Dédouanée,63000,154999.5,14
BMW,Série 4,Diesel,8.0,3,Non,Très bon,Automatique,WW au Maroc,220000,174999.5,11
Citroen,C4,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,68000,27499.5,17
Ford,Fiesta,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,53000,194999.5,17
Land Rover,Range Rover Evoque,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,200000,104999.5,9
Renault,Koleos,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,220000,77499.5,7
Mercedes-Benz,Classe B,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,90000,124999.5,18
Hyundai,i10,Essence,6.0,5,Non,Neuf,Manuelle,WW au Maroc,64000,7499.5,16
Hyundai,Tucson,Diesel,6.0,5,Oui,Neuf,Automatique,WW au Maroc,273000,27499.5,2
Kia,Picanto,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,81000,124999.5,10
Dacia,Duster,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,152000,134999.5,6
Hyundai,Tucson,Diesel,6.0,5,Oui,Neuf,Automatique,WW au Maroc,290000,32499.5,2
Kia,Carens,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,42000,17499.5,19
Suzuki,SX 4,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,77000,17499.5,12
Mercedes-Benz,Classe A,Diesel,6.0,5,Oui,Très bon,Automatique,Dédouanée,315000,104999.5,5
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,350000,62499.5,4
Mercedes-Benz,Classe C,Diesel,9.0,5,Non,Excellent,Manuelle,Importée neuve,128000,324999.5,17
Hyundai,Accent,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,148000,124999.5,4
Renault,Express,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,155000,47499.5,2
Mercedes-Benz,220,Diesel,9.0,5,Oui,Très bon,Automatique,WW au Maroc,248000,104999.5,9
Audi,A4,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,230000,114999.5,8
BMW,X3,Diesel,10.0,5,Non,Excellent,Automatique,WW au Maroc,225000,134999.5,10
Hyundai,Bayon,Hybride,6.0,5,Non,Bon,Automatique,WW au Maroc,215000,17499.5,2
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,125000,97499.5,8
Citroen,Saxo,Essence,6.0,5,Non,Très bon,Automatique,Dédouanée,34000,12499.5,27
Hyundai,Accent,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,148000,72499.5,2
Renault,Clio,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,160000,57499.5,2
Renault,Kangoo,Diesel,6.0,5,Oui,Neuf,Manuelle,Dédouanée,113000,274999.5,15
Nissan,Qashqai,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,178000,144999.5,9
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,127000,104999.5,4
Renault,Captur,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,220000,37499.5,3
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,128000,97499.5,8
Hyundai,i10,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,160000,2499.5,1
Dacia,Sandero,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,144000,37499.5,1
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,94000,134999.5,11
Toyota,Corolla,Hybride,8.0,5,Non,Très bon,Automatique,WW au Maroc,194000,144999.5,4
Audi,A5,Diesel,8.0,5,Non,Excellent,Automatique,Importée neuve,120000,274999.5,15
Opel,Astra,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,112000,164999.5,13
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,98000,144999.5,9
Kia,Picanto,Essence,5.0,5,Oui,Excellent,Manuelle,WW au Maroc,93000,114999.5,8
Audi,Q5,Diesel,11.0,5,Non,Très bon,Automatique,WW au Maroc,115000,274999.5,15
Volkswagen,Touareg,Diesel,10.0,5,Non,Excellent,Manuelle,Dédouanée,95000,194999.5,15
Renault,Clio,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,152000,134999.5,4
Opel,Astra,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,160000,97499.5,6
Audi,A1,Diesel,6.0,3,Oui,Très bon,Manuelle,WW au Maroc,115000,144999.5,13
Ford,Kuga,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,137000,194999.5,10
Renault,Express,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,150000,184999.5,3
Volkswagen,Passat,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,98000,37499.5,17
Jeep,Cherokee,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,165000,134999.5,9
Ford,C-Max,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,115000,12499.5,13
Citroen,C-Elysée,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,100000,114999.5,6
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,125000,7499.5,6
Dacia,Dokker,Diesel,6.0,5,Oui,Correct,Manuelle,WW au Maroc,117000,154999.5,5
Peugeot,405,Diesel,7.0,5,Non,Bon,Manuelle,Dédouanée,33000,184999.5,29
Renault,Megane,Diesel,6.0,3,Non,Très bon,Manuelle,WW au Maroc,90000,154999.5,13
Toyota,Corolla,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,73000,27499.5,19
Volkswagen,Touareg,Diesel,12.0,5,Oui,Très bon,Automatique,WW au Maroc,198000,144999.5,9
Ford,Fiesta,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,107000,194999.5,12
Volkswagen,Passat CC,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,122000,124999.5,4
Renault,Scenic,Essence,9.0,5,Non,Très bon,Manuelle,Dédouanée,55000,224999.5,21
Ford,C-Max,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,135000,224999.5,8
Peugeot,208,Essence,7.0,5,Non,Excellent,Manuelle,WW au Maroc,83000,144999.5,10
Peugeot,308,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,195000,62499.5,5
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,137000,92499.5,3
Volvo,S70,Essence,14.0,5,Non,Bon,Automatique,WW au Maroc,35000,224999.5,27
Renault,Express,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,162000,12499.5,1
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,240000,154999.5,7
Ford,Focus,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,13000,224999.5,13
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,260000,62499.5,9
Ford,Fiesta,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,120000,154999.5,6
Audi,Q5,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,265000,114999.5,9
Opel,Astra,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,75000,324999.5,18
Peugeot,208,Diesel,7.0,5,Non,Neuf,Manuelle,WW au Maroc,112000,82499.5,6
Dacia,Sandero,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,62000,194999.5,16
Renault,Talisman,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,168000,194999.5,8
Fiat,Doblo,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,105000,194999.5,8
Dacia,Dokker,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,103000,274999.5,11
Dacia,Duster,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,115000,224999.5,14
Nissan,Juke,Essence,6.0,5,Non,Neuf,Automatique,WW au Maroc,284900,2499.5,0
Hyundai,i30,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,190000,42499.5,4
Volkswagen,Jetta,Diesel,8.0,5,Oui,Excellent,Manuelle,Dédouanée,129000,224999.5,12
Mercedes-Benz,Classe A,Diesel,8.0,5,Non,Bon,Manuelle,Dédouanée,98000,134999.5,16
Ford,Kuga,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,140000,274999.5,11
Renault,Kadjar,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,170000,154999.5,8
Honda,Civic,Essence,9.0,5,Non,Neuf,Automatique,WW au Maroc,88000,224999.5,15
Dacia,Logan,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,130000,97499.5,5
Nissan,Qashqai,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,153000,114999.5,11
Porsche,Cayenne,Essence,28.0,5,Non,Bon,Automatique,Importée neuve,200000,114999.5,13
Fiat,Uno,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,20000,97499.5,26
Peugeot,308,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,51000,324999.5,16
Opel,Astra,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,175000,104999.5,5
Fiat,500,Essence,6.0,3,Oui,Neuf,Automatique,WW au Maroc,137000,52499.5,4
Hyundai,Santa Fe,Diesel,9.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,224999.5,15
Renault,Clio,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,169000,52499.5,2
Renault,Megane,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,189000,124999.5,3
Opel,Corsa,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,168998,114999.5,2
Renault,Koleos,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,205000,124999.5,5
Nissan,Qashqai,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,190000,77499.5,7
Opel,Corsa,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,175000,52499.5,2
Dacia,Logan,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,78000,174999.5,12
Peugeot,308,Diesel,7.0,5,Oui,Excellent,Automatique,WW au Maroc,290000,52499.5,2
Audi,Q7,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,98000,224999.5,18
Peugeot,206,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,75000,194999.5,22
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,310000,224999.5,6
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,82499.5,4
Chevrolet,Orlando,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,95000,274999.5,13
Hyundai,Tucson,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,280000,97499.5,2
Audi,Q3,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,245000,114999.5,8
Opel,Astra,Diesel,7.0,5,Oui,Très bon,Manuelle,WW au Maroc,110000,174999.5,13
Dacia,Logan,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,128000,52499.5,3
Mercedes-Benz,Classe GLA,Diesel,6.0,5,Oui,Excellent,Automatique,Dédouanée,260000,194999.5,10
Renault,Symbol,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,64000,224999.5,13
Fiat,Doblo,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,115000,104999.5,3
Chery,QQ,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,25000,7499.5,17
Renault,Kangoo,Diesel,7.0,5,Non,Bon,Manuelle,Dédouanée,65000,194999.5,15
Citroen,C-Elysée,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,112000,124999.5,6
Renault,Kadjar,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,194000,82499.5,5
BMW,X5,Diesel,14.0,3,Oui,Excellent,Automatique,Dédouanée,48000,324999.5,17
Volkswagen,Golf 7,Diesel,6.0,5,Non,Excellent,Automatique,Importée neuve,175000,134999.5,5
Renault,Arkana,Hybride,8.0,5,Oui,Excellent,Automatique,WW au Maroc,295000,32499.5,2
Volvo,XC60,Diesel,10.0,5,Non,Bon,Automatique,WW au Maroc,188000,184999.5,10
BMW,Série 5,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,330000,174999.5,5
BMW,X1,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,240000,124999.5,7
Nissan,Micra,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,135000,114999.5,4
Ford,Fiesta,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,55000,22499.5,17
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,290000,57499.5,6
Mercedes-Benz,220,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,175000,104999.5,14
Dacia,Sandero,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,127000,82499.5,6
Hyundai,i30,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,143000,164999.5,10
Kia,Picanto,Essence,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,58000,97499.5,15
Land Rover,Range Rover Evoque,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,185000,144999.5,10
Citroen,C4,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,150000,52499.5,7
Peugeot,307,Diesel,8.0,5,Non,Bon,Manuelle,Dédouanée,44000,2499.5,20
Peugeot,206,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,54000,324999.5,21
Kia,Picanto,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,58000,194999.5,15
Dacia,Dokker,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,120000,154999.5,11
Land Rover,Range Rover Evoque,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,230000,134999.5,9
Citroen,Berlingo,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,104999.5,5
Ford,Focus,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,118000,154999.5,10
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,340000,144999.5,6
Renault,Megane,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,220000,57499.5,2
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,170000,154999.5,12
Renault,Captur,Essence,8.0,5,Oui,Excellent,Automatique,WW au Maroc,235000,2499.5,1
Ford,Focus,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,115000,184999.5,12
Skoda,Rapid,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,105000,27499.5,10
Land Rover,Range Rover Vogue,Diesel,12.0,5,Oui,Très bon,Automatique,WW au Maroc,250000,224999.5,10
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,220000,124999.5,6
Peugeot,508,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,125000,154999.5,9
Jeep,Grand Cherokee,Diesel,12.0,5,Oui,Bon,Automatique,WW au Maroc,165000,144999.5,8
Volkswagen,Touran,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,240000,194999.5,8
Seat,Leon,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,150000,124999.5,9
Skoda,Superb,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,108000,174999.5,15
Peugeot,107,Essence,4.0,5,Oui,Bon,Manuelle,WW au Maroc,65000,134999.5,11
Renault,Megane,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,108000,154999.5,12
Mercedes-Benz,220,Diesel,9.0,5,Non,Excellent,Automatique,Dédouanée,78000,224999.5,21
Hyundai,i10,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,62000,154999.5,13
Jeep,Grand Cherokee,Diesel,16.0,5,Non,Excellent,Automatique,WW au Maroc,255000,134999.5,6
Dacia,Duster,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,222000,52499.5,3
Peugeot,207,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,60000,154999.5,14
Renault,Kangoo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,115000,154999.5,9
Skoda,Octavia,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,193000,144999.5,7
Kia,K5,Hybride,11.0,5,Non,Bon,Automatique,WW au Maroc,298000,104999.5,3
Volkswagen,Caddy,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,156000,164999.5,8
Honda,Accord,Essence,11.0,5,Oui,Excellent,Manuelle,WW au Maroc,60000,32499.5,19
Volkswagen,Golf 7,Diesel,6.0,5,Non,Très bon,Automatique,Dédouanée,158000,194999.5,12
Volkswagen,Touran,Diesel,7.0,5,Non,Bon,Automatique,Dédouanée,120000,174999.5,15
Volkswagen,T-Roc,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,280000,97499.5,3
Suzuki,Swift,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,95000,27499.5,6
Dacia,Logan,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,68000,27499.5,15
Peugeot,406,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,42000,324999.5,25
Mercedes-Benz,Classe S,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,85000,224999.5,19
Opel,Corsa,Essence,5.0,3,Non,Très bon,Manuelle,Dédouanée,42000,194999.5,24
Opel,Grandland,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,185000,82499.5,6
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,228000,174999.5,7
Alfa Romeo,Giulietta,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,171000,134999.5,5
Honda,Accord,Essence,13.0,5,Non,Très bon,Automatique,WW au Maroc,112000,224999.5,13
Ford,Kuga,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,180000,194999.5,7
Renault,Megane,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,213000,52499.5,3
Dacia,Dokker,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,103000,224999.5,10
Volkswagen,Amarok,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,215000,174999.5,10
Renault,Arkana,Hybride,9.0,5,Non,Excellent,Automatique,WW au Maroc,295000,12499.5,2
Dacia,Lodgy,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,150000,47499.5,2
Dacia,Duster,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,153000,92499.5,5
Renault,Clio,Essence,6.0,5,Non,Bon,Manuelle,WW au Maroc,44000,2499.5,22
Toyota,Corolla,Hybride,10.0,5,Oui,Excellent,Automatique,WW au Maroc,240000,2499.5,4
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,118000,174999.5,8
Renault,Megane,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,172000,87499.5,5
Citroen,C-Elysée,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,82000,324999.5,12
Volkswagen,Polo,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,163000,67499.5,3
Land Rover,Range Rover Vogue,Diesel,16.0,5,Oui,Excellent,Automatique,WW au Maroc,300000,144999.5,11
